ssn,age,education,marital-status,relationship,sex,income
464-61-9164,32.0,HS-grad,Divorced,,,<=50K
449-17-0761,47.0,Doctorate,,Not-in-family,Male,>50K
018-91-8918,24.0,,Married-civ-spouse,,,
087-53-0712,30.0,,Married-civ-spouse,Husband,,
329-54-5454,41.0,Some-college,,,,
711-17-9360,,Bachelors,,Husband,,<=50K
978-71-6215,43.0,Bachelors,Married-civ-spouse,Husband,Male,
055-95-8230,20.0,Bachelors,,Not-in-family,Male,<=50K
051-62-7764,63.0,,Married-civ-spouse,Husband,Male,
549-96-9286,47.0,HS-grad,,Husband,,
834-09-0908,38.0,HS-grad,Never-married,,,<=50K
147-60-4422,59.0,,Married-civ-spouse,Husband,Male,<=50K
087-34-6437,59.0,HS-grad,,Husband,,<=50K
909-58-2308,40.0,,,Husband,Male,<=50K
438-42-1375,32.0,Bachelors,,Own-child,Male,>50K
968-24-3242,23.0,Assoc-acdm,,Own-child,Male,
583-10-8107,34.0,Some-college,Married-civ-spouse,,Female,
992-41-4003,27.0,HS-grad,Never-married,Not-in-family,,
278-71-6215,35.0,Some-college,,Not-in-family,,<=50K
280-58-9680,25.0,Bachelors,,Husband,,<=50K
394-77-8869,,,Divorced,Not-in-family,Female,
649-57-0023,33.0,Some-college,Married-civ-spouse,Husband,Male,
821-99-0171,28.0,,,,Male,
528-13-2677,24.0,HS-grad,Never-married,Not-in-family,Female,<=50K
197-85-0122,39.0,,,Not-in-family,Male,<=50K
620-76-1670,29.0,HS-grad,Divorced,Not-in-family,Female,<=50K
507-30-9581,42.0,Some-college,Married-civ-spouse,Husband,,
400-79-8525,23.0,Assoc-voc,Never-married,Own-child,,
709-73-5871,43.0,,Married-civ-spouse,Wife,,
396-86-7321,42.0,,Married-civ-spouse,,Male,
624-10-9335,58.0,,Married-civ-spouse,Husband,,<=50K
210-62-6535,26.0,Some-college,Married-civ-spouse,Husband,Male,
446-13-0220,42.0,,Married-civ-spouse,Husband,Male,
474-99-9999,37.0,Masters,,Husband,,<=50K
519-22-6043,25.0,11th,Never-married,Own-child,Male,<=50K
805-89-6805,23.0,HS-grad,Never-married,,Female,
029-26-9041,47.0,HS-grad,Married-civ-spouse,Husband,,
291-83-0466,39.0,Preschool,Never-married,Other-relative,Male,<=50K
727-67-1989,63.0,Bachelors,,Not-in-family,Female,<=50K
757-18-6731,,HS-grad,Married-civ-spouse,Husband,Male,>50K
917-32-1866,60.0,,,,Male,
394-37-9606,39.0,HS-grad,,Not-in-family,,<=50K
709-45-9458,46.0,,Married-civ-spouse,Husband,Male,
503-74-6928,41.0,Doctorate,,Husband,,>50K
103-34-7665,42.0,Bachelors,Never-married,,Female,
795-73-0957,20.0,Some-college,Married-civ-spouse,,,<=50K
131-78-7469,54.0,Bachelors,Never-married,Not-in-family,,<=50K
978-28-6239,,HS-grad,Widowed,Not-in-family,Female,<=50K
356-54-1768,82.0,,Married-civ-spouse,Husband,Male,<=50K
110-65-7248,45.0,,Never-married,Not-in-family,Male,>50K
107-77-0270,,Bachelors,Married-spouse-absent,Not-in-family,Female,<=50K
367-87-4692,25.0,Bachelors,Married-civ-spouse,Husband,,
597-88-0834,37.0,HS-grad,Divorced,Not-in-family,,<=50K
532-83-1694,44.0,Bachelors,Married-civ-spouse,Husband,Male,
681-57-2480,18.0,Some-college,Never-married,Own-child,Male,<=50K
531-20-3930,39.0,,Never-married,Not-in-family,Female,>50K
786-05-6510,30.0,,Married-civ-spouse,Husband,,<=50K
759-09-0908,41.0,Masters,Married-civ-spouse,Husband,Male,<=50K
024-66-2162,61.0,,Married-civ-spouse,Husband,Male,
972-45-0858,61.0,Bachelors,Never-married,Not-in-family,,
130-80-4668,33.0,,,Husband,,<=50K
752-18-0588,,Some-college,Never-married,Not-in-family,,<=50K
113-08-3537,56.0,,Never-married,Not-in-family,Male,<=50K
104-02-3341,50.0,HS-grad,Married-civ-spouse,Husband,,<=50K
535-44-2259,33.0,HS-grad,Married-civ-spouse,,,<=50K
581-94-1031,29.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
975-33-7836,44.0,HS-grad,Married-civ-spouse,,Male,>50K
892-93-6117,48.0,,Divorced,Unmarried,Female,
371-56-0196,26.0,Some-college,Never-married,,,<=50K
625-89-0662,35.0,10th,,,Female,<=50K
093-18-1818,,,Never-married,Own-child,,<=50K
603-99-2628,32.0,11th,Never-married,,Male,<=50K
817-59-8279,,Some-college,Never-married,Not-in-family,Male,>50K
169-13-3906,,Some-college,Widowed,Not-in-family,Male,>50K
992-22-9728,49.0,Masters,Married-civ-spouse,Husband,Male,<=50K
509-70-5159,58.0,HS-grad,Married-civ-spouse,,,>50K
859-15-2333,30.0,,Never-married,Not-in-family,Female,<=50K
091-18-5503,27.0,Assoc-acdm,Married-civ-spouse,,,<=50K
263-45-2088,56.0,,Never-married,Not-in-family,Male,
994-87-1006,44.0,HS-grad,Never-married,Unmarried,,
137-77-6412,24.0,11th,Never-married,Own-child,Female,
451-78-1326,51.0,Assoc-voc,Married-civ-spouse,Husband,Male,<=50K
158-59-9508,34.0,Some-college,Never-married,Unmarried,Female,
751-16-7075,19.0,,Married-civ-spouse,,Male,
533-59-9508,29.0,10th,Married-civ-spouse,Husband,Male,<=50K
356-01-9655,22.0,7th-8th,Married-civ-spouse,Husband,Male,<=50K
032-24-8157,41.0,HS-grad,Never-married,Unmarried,,
134-52-0884,29.0,Masters,Separated,Unmarried,Female,
998-24-9384,38.0,,Widowed,Unmarried,Female,
397-26-6584,57.0,5th-6th,Never-married,Not-in-family,Male,<=50K
118-36-6093,52.0,HS-grad,,Unmarried,,>50K
211-48-6486,37.0,,Married-civ-spouse,Husband,,<=50K
220-85-3808,31.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
911-88-5748,64.0,HS-grad,Married-civ-spouse,,Female,<=50K
994-31-8180,26.0,,Married-civ-spouse,Husband,,<=50K
990-44-8401,31.0,Bachelors,Never-married,Not-in-family,Female,
491-83-0466,81.0,Bachelors,Never-married,Not-in-family,,
233-01-5970,31.0,,,Unmarried,Male,>50K
494-84-0294,52.0,11th,Married-civ-spouse,Husband,,<=50K
073-28-0098,50.0,HS-grad,Married-civ-spouse,Husband,,
658-90-6633,23.0,Bachelors,,Own-child,Female,
300-12-2849,24.0,12th,Never-married,Own-child,,<=50K
730-46-6829,41.0,HS-grad,,Husband,,<=50K
106-20-3931,46.0,12th,,,,<=50K
292-81-3267,40.0,HS-grad,Married-civ-spouse,Husband,Male,
834-55-1596,44.0,Prof-school,,Husband,Male,
553-40-9090,33.0,,Never-married,,Male,
599-87-7149,20.0,,Never-married,Own-child,Female,
095-63-8820,38.0,,Married-civ-spouse,,Female,<=50K
229-48-4029,22.0,HS-grad,Divorced,Not-in-family,Male,<=50K
530-12-8992,35.0,HS-grad,Never-married,Not-in-family,,
163-39-0663,31.0,,Married-civ-spouse,Husband,,<=50K
337-22-3586,22.0,Some-college,Never-married,,Female,<=50K
571-37-5920,42.0,HS-grad,Married-civ-spouse,Husband,,<=50K
462-07-0024,23.0,Some-college,,Own-child,,<=50K
440-60-1965,29.0,Bachelors,,Not-in-family,,
575-61-4250,33.0,HS-grad,Married-civ-spouse,Wife,Female,<=50K
833-10-8107,22.0,Some-college,Never-married,Own-child,Female,<=50K
844-13-3905,40.0,,Never-married,,,>50K
608-63-0220,32.0,Some-college,Married-civ-spouse,Wife,Female,<=50K
847-97-2972,20.0,Some-college,Never-married,Own-child,,
494-44-1031,48.0,7th-8th,Married-spouse-absent,Not-in-family,Female,
568-42-7517,41.0,,Never-married,Own-child,Male,>50K
030-89-6805,19.0,10th,,Own-child,,<=50K
017-84-3980,23.0,HS-grad,,Not-in-family,,
876-90-4176,33.0,,Married-civ-spouse,Husband,Male,<=50K
426-65-8476,74.0,Bachelors,Never-married,Not-in-family,Female,<=50K
196-49-8771,49.0,HS-grad,Never-married,,Male,
514-95-7001,34.0,HS-grad,Divorced,Not-in-family,Female,
129-94-4717,39.0,,Never-married,Not-in-family,,
857-83-1694,46.0,,,Husband,Male,
522-51-2284,39.0,Bachelors,Widowed,,Male,
579-57-6166,40.0,Bachelors,Never-married,Unmarried,,
194-41-0319,58.0,Masters,Divorced,Not-in-family,,>50K
344-65-6019,52.0,Doctorate,Married-civ-spouse,Wife,Female,>50K
558-84-5208,52.0,Bachelors,,Husband,Male,
065-66-3390,65.0,,Married-civ-spouse,,,
700-21-4987,22.0,HS-grad,,,,<=50K
621-62-1621,38.0,,Married-civ-spouse,Husband,Male,<=50K
571-19-1645,26.0,Some-college,Never-married,Own-child,,<=50K
201-59-7051,61.0,,,Husband,Male,<=50K
775-30-7124,65.0,,Never-married,Not-in-family,,
342-29-1154,51.0,Masters,Divorced,,,
786-51-7198,29.0,,Never-married,Own-child,Male,>50K
906-87-9605,27.0,HS-grad,Never-married,Own-child,,>50K
467-35-2579,31.0,,Married-civ-spouse,Husband,Male,
453-28-6240,38.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
777-94-8402,27.0,,Married-civ-spouse,Husband,Male,<=50K
300-79-8525,48.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
660-62-6534,28.0,10th,,Not-in-family,Female,<=50K
638-42-1375,59.0,,Married-civ-spouse,Husband,Male,<=50K
264-83-4152,45.0,Masters,Married-civ-spouse,,Female,<=50K
604-88-3291,31.0,10th,Married-civ-spouse,Husband,,
382-06-3881,43.0,Bachelors,,,Female,<=50K
810-68-7959,36.0,12th,Never-married,Own-child,,<=50K
278-53-1940,33.0,Some-college,Married-civ-spouse,Husband,Male,
869-93-2431,38.0,Masters,Never-married,Not-in-family,,
984-42-8745,46.0,,,Husband,,
748-98-6485,51.0,,Never-married,Not-in-family,Female,
986-42-5060,63.0,Some-college,Married-civ-spouse,Husband,Male,
340-78-6240,31.0,,,Unmarried,Female,<=50K
403-22-4815,31.0,Some-college,,Unmarried,Female,
557-46-3144,21.0,12th,Never-married,,Male,
229-57-6166,34.0,,Divorced,Unmarried,Female,<=50K
491-40-0490,29.0,HS-grad,Married-civ-spouse,Husband,Male,
834-52-0883,,,Never-married,,Male,<=50K
732-86-2407,,HS-grad,Married-civ-spouse,Husband,Male,<=50K
345-45-4545,33.0,Some-college,Never-married,Not-in-family,Female,<=50K
293-15-1105,34.0,,Married-civ-spouse,,,
052-57-9852,24.0,,,,Female,<=50K
686-60-9335,40.0,,,Not-in-family,,
000-95-2088,43.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
831-54-1768,48.0,Assoc-voc,,Not-in-family,Male,<=50K
524-93-8574,31.0,Some-college,,Husband,,
574-84-6436,20.0,,Never-married,Own-child,,<=50K
593-98-0343,29.0,Some-college,Married-civ-spouse,Husband,,<=50K
743-88-8205,64.0,,Never-married,Other-relative,Female,<=50K
615-93-9802,34.0,,Never-married,Not-in-family,Male,
463-91-2775,37.0,,Married-civ-spouse,Husband,,<=50K
255-40-5405,24.0,HS-grad,,,Male,<=50K
329-11-5478,22.0,Bachelors,,Unmarried,Female,
760-93-3660,54.0,Bachelors,Never-married,Not-in-family,Male,>50K
010-47-2972,25.0,Some-college,Never-married,,Male,
017-90-5405,51.0,Some-college,Divorced,Not-in-family,,<=50K
654-91-4004,41.0,Some-college,Married-civ-spouse,,,
905-49-7542,30.0,11th,Never-married,Own-child,,
613-02-2112,59.0,,Married-civ-spouse,Husband,Male,
255-58-9680,37.0,,Never-married,,,>50K
903-47-0515,30.0,,Never-married,Own-child,Female,<=50K
372-75-7984,38.0,Some-college,,,Male,<=50K
896-68-3045,45.0,HS-grad,Married-civ-spouse,,Male,<=50K
937-03-9311,45.0,,Divorced,,Male,<=50K
566-33-9065,50.0,,Married-civ-spouse,Wife,,<=50K
683-63-0220,53.0,HS-grad,,,Male,>50K
983-90-6632,44.0,,Married-civ-spouse,Wife,Female,<=50K
281-94-1031,40.0,,Divorced,Unmarried,,<=50K
346-28-3783,23.0,HS-grad,Divorced,Not-in-family,Female,<=50K
890-66-3389,63.0,Masters,,Unmarried,Female,<=50K
818-67-3217,37.0,,Married-civ-spouse,Husband,,
862-80-7124,40.0,,,Husband,Male,>50K
500-27-6412,17.0,,Never-married,Own-child,Female,
404-85-2579,62.0,,Never-married,Not-in-family,Male,>50K
968-55-0367,52.0,,,Wife,,<=50K
346-46-8058,47.0,,,Husband,,<=50K
128-00-9827,52.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
192-59-8279,38.0,Some-college,Married-civ-spouse,Wife,,>50K
149-84-6437,72.0,Some-college,,Husband,Male,<=50K
027-27-2727,31.0,HS-grad,Divorced,Unmarried,Female,
729-08-4765,34.0,Assoc-voc,Married-civ-spouse,Wife,,<=50K
867-90-5404,47.0,Some-college,Divorced,Not-in-family,,>50K
819-07-2480,56.0,Bachelors,Married-civ-spouse,Husband,,
662-13-1448,35.0,Bachelors,Married-civ-spouse,Husband,,>50K
068-55-0368,41.0,Masters,Married-civ-spouse,Husband,Male,>50K
043-61-1793,33.0,,Married-civ-spouse,Husband,,
951-90-4175,31.0,Assoc-voc,,Husband,Male,
338-32-9237,54.0,HS-grad,Married-civ-spouse,Husband,,
842-38-3291,46.0,,Never-married,,Male,
776-50-4913,,Some-college,Never-married,,Female,
606-26-5355,37.0,,Married-civ-spouse,Husband,Male,<=50K
107-18-6732,36.0,Some-college,Divorced,Unmarried,,
397-85-0122,61.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
024-01-7198,,HS-grad,,Husband,Male,
274-04-7911,39.0,Some-college,Never-married,Own-child,Female,<=50K
565-72-4815,42.0,Some-college,,Own-child,Female,<=50K
009-30-5896,25.0,,,Unmarried,Female,
970-57-7394,66.0,Bachelors,Never-married,,Female,<=50K
416-09-3365,18.0,Bachelors,Widowed,Own-child,Female,<=50K
984-98-1571,18.0,HS-grad,Never-married,Own-child,Male,
578-68-5503,37.0,10th,Married-civ-spouse,Husband,Male,
307-58-5994,42.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
092-53-6854,78.0,,Never-married,Not-in-family,,<=50K
678-16-3389,43.0,7th-8th,Married-spouse-absent,,,
471-52-9483,52.0,Assoc-voc,Never-married,Not-in-family,,>50K
356-26-5355,35.0,,Never-married,Own-child,Female,<=50K
143-02-8255,36.0,Bachelors,,Not-in-family,Female,<=50K
474-04-7911,23.0,Some-college,Divorced,Not-in-family,Male,<=50K
128-50-1228,51.0,,Married-spouse-absent,Unmarried,Female,
922-72-7271,24.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
693-73-4643,23.0,HS-grad,Divorced,Other-relative,Male,<=50K
870-82-3094,26.0,12th,Divorced,,,<=50K
015-93-9803,63.0,10th,Separated,,Male,
573-95-5773,63.0,Some-college,,Husband,Male,
444-07-2481,28.0,,Divorced,Unmarried,Male,<=50K
649-38-5748,34.0,HS-grad,Married-civ-spouse,Husband,,
474-20-1473,75.0,Some-college,Married-civ-spouse,Husband,,>50K
280-55-8967,23.0,,Never-married,,,
191-03-1940,34.0,Bachelors,Married-civ-spouse,Wife,Female,>50K
060-13-5135,28.0,HS-grad,Never-married,Own-child,Male,>50K
218-73-4643,25.0,Some-college,,,Male,<=50K
147-32-8009,53.0,,Married-civ-spouse,Husband,,
048-40-2948,,,Widowed,Not-in-family,Female,<=50K
318-45-8230,39.0,HS-grad,Never-married,Unmarried,Female,
214-77-2727,44.0,HS-grad,Widowed,Unmarried,,
168-36-6093,28.0,,,,,
358-35-3807,62.0,,,Husband,,<=50K
484-21-3758,,,Married-civ-spouse,Husband,Male,
211-39-4348,36.0,,Married-civ-spouse,Husband,Male,
257-83-1695,51.0,Some-college,,,Male,>50K
458-01-5970,65.0,Bachelors,Never-married,,,<=50K
905-98-8942,31.0,HS-grad,Divorced,Not-in-family,Female,
441-12-4078,32.0,Some-college,,Own-child,,>50K
356-11-1793,28.0,Masters,Married-civ-spouse,Husband,,<=50K
895-08-5994,41.0,Some-college,Never-married,Own-child,Male,
480-15-9704,34.0,7th-8th,Married-civ-spouse,Husband,Male,<=50K
179-76-0442,48.0,Masters,,Husband,Male,>50K
398-98-6486,18.0,,,Own-child,Female,<=50K
933-96-8058,51.0,Assoc-acdm,Married-civ-spouse,Wife,Female,<=50K
322-42-0147,28.0,Some-college,Divorced,,,<=50K
874-17-0760,59.0,Some-college,Married-civ-spouse,,Male,<=50K
732-15-6018,38.0,HS-grad,Never-married,,Male,<=50K
932-92-3831,41.0,,Never-married,Not-in-family,Female,
420-42-3832,55.0,Bachelors,Married-civ-spouse,Wife,Female,
773-06-5109,,Bachelors,Married-civ-spouse,,,>50K
443-05-8967,,Bachelors,Never-married,Own-child,Male,
240-78-6240,62.0,Bachelors,Married-civ-spouse,Husband,Male,
219-22-6044,33.0,HS-grad,Married-civ-spouse,,Female,<=50K
848-71-0072,,Bachelors,,Husband,,<=50K
424-04-7911,28.0,Some-college,,Wife,,
257-95-4545,23.0,,Married-civ-spouse,,Male,<=50K
540-41-7689,26.0,,Never-married,Own-child,,
283-44-5945,21.0,HS-grad,Divorced,Not-in-family,Male,<=50K
598-40-2947,55.0,Some-college,,Not-in-family,,
267-26-0441,35.0,Some-college,Married-civ-spouse,Husband,Male,
940-54-0539,41.0,Prof-school,Married-civ-spouse,,Female,<=50K
709-15-2333,62.0,,Married-civ-spouse,Husband,,<=50K
988-94-3487,,HS-grad,Never-married,Own-child,Female,
247-26-6584,19.0,HS-grad,Never-married,Own-child,Male,
482-73-9557,53.0,Masters,Married-civ-spouse,Husband,Male,<=50K
366-18-5503,23.0,,Married-civ-spouse,,Female,<=50K
521-00-7370,30.0,Some-college,Never-married,Not-in-family,,<=50K
057-18-6732,59.0,9th,Married-civ-spouse,Husband,Male,<=50K
357-83-1694,47.0,,Never-married,Own-child,Female,>50K
296-49-8771,17.0,HS-grad,Never-married,Other-relative,,
985-31-9409,28.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
056-54-1768,38.0,Some-college,,Wife,Female,
659-09-0908,55.0,Bachelors,Married-civ-spouse,Husband,,
392-96-6830,52.0,Some-college,,Husband,,<=50K
931-78-7468,44.0,,Married-civ-spouse,Husband,Male,<=50K
429-60-6879,50.0,Some-college,Married-civ-spouse,Husband,Male,
279-33-0466,42.0,,Married-civ-spouse,Husband,,<=50K
403-10-1965,18.0,Some-college,Never-married,Own-child,Female,
691-49-2628,28.0,HS-grad,,Wife,,
236-79-3611,24.0,HS-grad,Never-married,Own-child,Female,<=50K
125-33-7837,19.0,Some-college,,,Female,<=50K
716-06-2652,26.0,Assoc-voc,Never-married,,Male,
322-66-5847,48.0,,Married-civ-spouse,Husband,Male,<=50K
228-80-8353,33.0,10th,Never-married,,,<=50K
629-42-2603,40.0,Bachelors,Divorced,Not-in-family,,
924-84-6436,28.0,,Married-civ-spouse,Husband,Male,<=50K
013-63-6363,39.0,HS-grad,Divorced,,,
660-35-0122,53.0,Prof-school,Married-civ-spouse,Husband,,<=50K
489-64-9876,25.0,HS-grad,Separated,,Male,
653-62-4077,59.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
284-36-7321,46.0,Some-college,Married-civ-spouse,,Male,
487-34-6436,17.0,HS-grad,Married-civ-spouse,Other-relative,Male,<=50K
142-32-1867,33.0,Bachelors,Married-civ-spouse,Husband,,
637-83-7837,32.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
783-50-7370,33.0,Bachelors,,Wife,Female,
167-10-6879,23.0,,Married-civ-spouse,Wife,,<=50K
914-00-4913,59.0,Some-college,,Other-relative,,<=50K
857-09-4593,61.0,Assoc-voc,,Husband,,
404-66-8304,28.0,,Married-civ-spouse,Husband,,
495-73-0957,18.0,HS-grad,Never-married,Own-child,Female,<=50K
984-27-5183,40.0,,Married-civ-spouse,Husband,Male,<=50K
364-28-1326,43.0,,Never-married,,,<=50K
477-30-3439,44.0,Some-college,Married-civ-spouse,Husband,Male,
713-11-4249,37.0,,Married-civ-spouse,,,
955-00-6141,34.0,HS-grad,Never-married,Own-child,Female,<=50K
046-80-5896,44.0,,,Not-in-family,Male,<=50K
664-58-8451,22.0,Bachelors,Married-civ-spouse,,,<=50K
969-53-3168,32.0,HS-grad,Separated,Unmarried,Female,
287-31-5724,41.0,Some-college,Married-civ-spouse,,Male,<=50K
715-29-4839,45.0,HS-grad,Married-civ-spouse,Husband,Male,
248-40-2948,33.0,,Never-married,Own-child,Male,
862-62-2849,21.0,HS-grad,,Other-relative,,<=50K
703-50-1227,19.0,,Married-civ-spouse,Own-child,,
532-09-4594,34.0,Some-college,Married-civ-spouse,Husband,,
490-93-9802,22.0,11th,Never-married,Own-child,Female,<=50K
020-45-4545,54.0,Bachelors,Never-married,,Male,
842-10-6878,26.0,Some-college,Divorced,Other-relative,Male,
944-13-3905,18.0,11th,Married-civ-spouse,Own-child,,<=50K
915-44-8402,64.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
969-84-0293,,,Married-civ-spouse,Husband,,
304-14-6191,21.0,,Married-civ-spouse,Husband,,<=50K
456-23-4643,22.0,,,Own-child,,
141-55-4053,49.0,Bachelors,Married-civ-spouse,Husband,,
789-21-9900,40.0,Assoc-voc,,Wife,,>50K
661-85-5036,,Some-college,Married-civ-spouse,,,<=50K
379-54-5454,44.0,Assoc-acdm,Married-civ-spouse,Husband,,<=50K
107-15-6019,21.0,Some-college,,,Female,<=50K
742-16-8303,20.0,Bachelors,,Husband,,
299-57-0024,23.0,Some-college,Never-married,Own-child,Female,<=50K
262-22-3586,54.0,Some-college,Never-married,,,
727-21-1301,41.0,Some-college,,Husband,Male,
527-94-8402,20.0,,Never-married,Own-child,Male,
084-18-3046,,,Married-civ-spouse,Husband,Male,
640-20-2702,58.0,,,,,
820-17-8131,32.0,,Never-married,Own-child,,<=50K
995-88-4519,72.0,Some-college,Married-civ-spouse,,,
076-44-3488,18.0,10th,,Own-child,,
981-91-0318,23.0,Some-college,Separated,Not-in-family,Male,<=50K
385-35-0122,25.0,Assoc-voc,Married-civ-spouse,Husband,Male,<=50K
241-24-6928,47.0,HS-grad,,Not-in-family,,>50K
206-91-0319,38.0,5th-6th,Never-married,Not-in-family,Male,<=50K
954-57-6166,35.0,,,,Male,>50K
559-45-9458,52.0,,Never-married,,Female,<=50K
310-56-5110,25.0,Assoc-voc,Never-married,,,<=50K
695-54-6682,30.0,Some-college,Separated,,Male,<=50K
365-47-9115,24.0,Some-college,Never-married,Not-in-family,Female,
618-79-6068,48.0,Bachelors,Married-civ-spouse,,,<=50K
836-36-3635,24.0,,Divorced,,,
588-94-3488,24.0,Masters,Never-married,Unmarried,,
078-25-5528,27.0,,,Not-in-family,,
563-82-0638,29.0,HS-grad,Never-married,Own-child,,
695-70-0245,46.0,7th-8th,Divorced,Not-in-family,Male,
151-68-9189,34.0,HS-grad,Widowed,,Male,>50K
690-17-1989,40.0,HS-grad,Never-married,,,
744-53-3168,73.0,HS-grad,Widowed,,,<=50K
248-95-5773,56.0,,Married-civ-spouse,Husband,Male,<=50K
972-57-3709,29.0,Some-college,Never-married,Own-child,,
216-55-4053,25.0,5th-6th,Married-civ-spouse,,Male,
783-29-2382,54.0,,Widowed,Not-in-family,,
486-76-2898,23.0,Some-college,Never-married,Other-relative,Female,<=50K
903-00-9827,45.0,HS-grad,Divorced,Not-in-family,,>50K
016-00-1228,,Some-college,Never-married,Own-child,Female,<=50K
372-14-3734,36.0,,Separated,,,
676-71-9901,35.0,HS-grad,,Not-in-family,Male,
646-68-3046,75.0,,Divorced,Unmarried,Female,>50K
519-13-3906,34.0,Doctorate,Married-civ-spouse,Husband,,>50K
405-25-1842,41.0,,Never-married,Not-in-family,,<=50K
904-11-5478,19.0,Masters,Married-civ-spouse,Husband,Male,
506-51-1056,52.0,Some-college,Never-married,Not-in-family,,<=50K
459-21-3758,37.0,,Married-civ-spouse,Husband,Male,
558-04-6682,24.0,HS-grad,Never-married,,Male,<=50K
682-03-3168,26.0,HS-grad,Divorced,Not-in-family,Male,<=50K
535-62-6535,76.0,Some-college,Married-civ-spouse,Husband,,
183-13-8820,49.0,Bachelors,Married-civ-spouse,Husband,,>50K
613-23-7100,60.0,Assoc-voc,Married-civ-spouse,,Female,
392-56-7567,,Some-college,Married-civ-spouse,Husband,,
587-40-7861,52.0,,Never-married,,Female,
612-07-0023,29.0,,Married-civ-spouse,Husband,,
537-53-0711,20.0,Some-college,Never-married,Not-in-family,Female,<=50K
008-75-3071,24.0,,Married-civ-spouse,,,<=50K
175-89-0663,27.0,,Married-civ-spouse,Wife,,
288-82-0638,30.0,Assoc-voc,Married-civ-spouse,Wife,Female,
323-18-7960,63.0,Prof-school,Married-civ-spouse,Husband,Male,
861-79-3610,27.0,,Married-civ-spouse,Husband,,>50K
214-25-0614,31.0,HS-grad,Never-married,Unmarried,,<=50K
630-86-6092,36.0,Bachelors,Married-civ-spouse,Wife,Female,>50K
177-79-4840,29.0,Some-college,Never-married,,,<=50K
438-17-5675,48.0,Some-college,Never-married,,Female,
797-60-4421,47.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
405-19-0417,30.0,Some-college,Never-married,Own-child,,<=50K
735-25-7984,41.0,5th-6th,Divorced,Unmarried,Male,<=50K
327-54-9139,37.0,HS-grad,Married-civ-spouse,,Male,<=50K
735-93-3660,26.0,HS-grad,Divorced,Own-child,,<=50K
515-66-3390,,Some-college,Never-married,,Male,
284-55-1596,61.0,,Married-civ-spouse,Husband,Male,<=50K
360-25-7984,27.0,HS-grad,,Husband,,
941-12-4077,20.0,HS-grad,Married-civ-spouse,Other-relative,Male,
043-94-9631,39.0,,Never-married,,,
377-18-0589,28.0,,Married-civ-spouse,Husband,Male,<=50K
366-58-4766,36.0,,,Husband,Male,>50K
086-57-8623,37.0,HS-grad,Married-civ-spouse,,,
400-27-6412,50.0,Prof-school,,,Female,
099-01-7198,24.0,HS-grad,Divorced,Not-in-family,Male,
664-21-9901,43.0,HS-grad,Married-spouse-absent,Unmarried,Female,
832-92-3832,37.0,Bachelors,Never-married,Not-in-family,Male,<=50K
292-44-4717,22.0,,,Other-relative,Female,
393-21-2530,18.0,,,,,<=50K
489-00-4913,78.0,,,,,
968-82-6780,39.0,,Married-civ-spouse,Husband,,
510-25-7984,,Masters,Married-civ-spouse,Husband,,>50K
912-13-1448,36.0,Bachelors,Never-married,,,<=50K
808-38-4520,,HS-grad,Never-married,Own-child,,>50K
029-20-7616,41.0,12th,Married-civ-spouse,Husband,,>50K
135-44-2260,,HS-grad,,Unmarried,Female,
942-62-8991,33.0,HS-grad,Never-married,Own-child,Female,
226-38-2063,,HS-grad,,Husband,Male,
563-14-4962,25.0,Bachelors,Married-civ-spouse,,,
619-04-1768,,Bachelors,Married-civ-spouse,Husband,,<=50K
416-46-1916,48.0,HS-grad,,Husband,,>50K
299-23-2186,29.0,10th,,Own-child,,
094-99-3857,40.0,Bachelors,Married-civ-spouse,,Female,<=50K
736-27-1498,,Some-college,Married-spouse-absent,Unmarried,Female,
971-03-8082,52.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
833-32-3094,50.0,Some-college,,Husband,Male,
904-17-6903,51.0,,Divorced,Unmarried,Female,
077-33-4152,24.0,,,Own-child,Female,
325-64-4962,41.0,HS-grad,Married-civ-spouse,Husband,Male,
214-09-7051,19.0,,Married-civ-spouse,,,<=50K
222-72-7272,42.0,HS-grad,Divorced,Unmarried,,<=50K
478-53-1940,56.0,HS-grad,Divorced,,,
036-85-5036,31.0,Some-college,,,Female,<=50K
242-50-6142,,Bachelors,Never-married,Not-in-family,,<=50K
830-80-4667,39.0,,,Unmarried,,<=50K
573-83-2923,22.0,,Never-married,Own-child,Male,
092-32-1867,37.0,HS-grad,Married-civ-spouse,,Female,
580-06-7566,26.0,Some-college,Married-civ-spouse,,,<=50K
133-20-0245,,Some-college,Never-married,Own-child,Male,<=50K
