ssn,age,education,marital-status,relationship,sex,income
902-08-8451,17.0,,Widowed,,,<=50K
675-82-9237,41.0,Some-college,Divorced,Unmarried,,
686-97-7886,25.0,Assoc-voc,,,Male,>50K
018-51-9656,21.0,,,Not-in-family,,
007-80-0982,,,Married-civ-spouse,Husband,,
664-09-7050,47.0,11th,Married-civ-spouse,,Male,
111-45-5773,41.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
134-33-6609,17.0,,Never-married,Own-child,Male,<=50K
268-70-3930,34.0,Bachelors,Married-civ-spouse,,Male,>50K
685-13-5134,33.0,,Married-civ-spouse,Husband,Male,>50K
692-22-9729,39.0,HS-grad,Divorced,Not-in-family,,<=50K
806-81-8181,,Bachelors,,Husband,,<=50K
195-91-5233,62.0,Some-college,,,,<=50K
757-40-1719,20.0,HS-grad,,,,
732-24-8156,54.0,Assoc-voc,Married-civ-spouse,Husband,Male,
586-91-6461,,Bachelors,Married-civ-spouse,,Male,<=50K
399-01-7198,45.0,,Married-civ-spouse,Husband,Male,>50K
596-89-8033,,1st-4th,Married-civ-spouse,Husband,,<=50K
325-03-0712,44.0,HS-grad,Never-married,Not-in-family,Male,
867-99-7542,38.0,Bachelors,Divorced,Not-in-family,,<=50K
654-29-9753,29.0,,,,Female,<=50K
635-38-0834,,HS-grad,,,Female,
663-32-9237,52.0,Some-college,,Other-relative,,<=50K
095-54-6682,18.0,,Never-married,,Female,
396-46-8058,,,Married-civ-spouse,Husband,Male,
364-83-4151,40.0,Some-college,Married-civ-spouse,,Male,
380-34-3979,41.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
223-80-2211,,Some-college,Married-civ-spouse,,Male,>50K
485-62-6535,22.0,,Never-married,Not-in-family,Male,
620-14-7419,29.0,,Never-married,Other-relative,Female,
686-17-9360,27.0,,Never-married,,,
415-41-7690,32.0,,,Own-child,,
999-35-5035,24.0,Prof-school,Married-civ-spouse,Husband,,
099-66-2162,60.0,,Married-civ-spouse,Husband,Male,
161-51-7198,34.0,Masters,Never-married,Own-child,Female,<=50K
858-32-3094,39.0,Some-college,Divorced,Not-in-family,Female,
756-75-6756,,,Married-civ-spouse,Husband,Male,
579-45-3316,35.0,Bachelors,Married-civ-spouse,Wife,,
586-42-5060,33.0,10th,Never-married,,,
542-93-6117,26.0,HS-grad,Never-married,Not-in-family,Male,<=50K
235-31-9410,18.0,HS-grad,Never-married,,Female,<=50K
209-73-5872,40.0,Assoc-voc,Married-civ-spouse,Husband,Male,
610-01-2284,19.0,Some-college,Never-married,Own-child,Female,
958-78-3782,51.0,,Divorced,,,<=50K
438-14-4962,33.0,,Married-civ-spouse,,Male,>50K
913-66-7075,43.0,7th-8th,Married-civ-spouse,,,>50K
035-13-5135,36.0,HS-grad,Divorced,Not-in-family,Female,
831-20-3930,31.0,Some-college,,Wife,,<=50K
377-30-3439,31.0,HS-grad,Married-civ-spouse,Wife,,<=50K
166-24-6928,33.0,,Married-civ-spouse,,Male,<=50K
434-09-0908,35.0,Some-college,Never-married,,,
424-29-3611,22.0,Some-college,Never-married,Own-child,,<=50K
882-86-2406,33.0,Bachelors,Married-civ-spouse,Husband,,>50K
114-18-9189,31.0,,Divorced,,,<=50K
171-56-0196,34.0,Bachelors,Divorced,,,
228-40-9090,54.0,HS-grad,Married-civ-spouse,Husband,,>50K
959-02-9483,44.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
721-13-0220,26.0,HS-grad,Never-married,,Male,
288-11-4250,19.0,HS-grad,,Own-child,Female,
178-43-9803,39.0,7th-8th,Married-civ-spouse,,Male,<=50K
203-07-1252,57.0,,Married-civ-spouse,Husband,Female,>50K
879-23-8328,32.0,HS-grad,Married-civ-spouse,Husband,,<=50K
747-88-0834,24.0,,,Own-child,Male,<=50K
069-84-0294,38.0,,Married-civ-spouse,Husband,Male,>50K
750-92-1375,52.0,7th-8th,,Husband,,
799-41-6461,42.0,HS-grad,Divorced,Unmarried,,<=50K
338-75-9213,23.0,Bachelors,,Own-child,,<=50K
824-87-7149,45.0,,Divorced,,,
434-58-2309,50.0,Masters,Married-civ-spouse,Husband,,
920-94-5945,18.0,,,Own-child,,<=50K
664-03-5625,41.0,Doctorate,Married-civ-spouse,Husband,Male,>50K
604-91-4004,31.0,Bachelors,,Own-child,,
056-87-9606,26.0,HS-grad,,Other-relative,Male,
259-92-0147,20.0,,Married-civ-spouse,Husband,Male,
882-24-8156,30.0,,Never-married,Own-child,,<=50K
968-76-5355,39.0,Some-college,Married-civ-spouse,Husband,Male,
937-25-4298,43.0,,Married-civ-spouse,Husband,Male,
351-71-9901,24.0,Some-college,Never-married,Own-child,Female,<=50K
950-61-4249,,HS-grad,Never-married,,,<=50K
247-51-2284,64.0,Masters,Married-civ-spouse,Husband,Male,
902-39-5576,43.0,HS-grad,Divorced,Not-in-family,Male,<=50K
793-39-6805,33.0,,Never-married,Not-in-family,,<=50K
435-04-2997,21.0,HS-grad,Married-civ-spouse,Husband,Female,
217-32-1867,,7th-8th,Never-married,Own-child,Female,
273-03-4397,50.0,,Married-civ-spouse,Husband,,
934-52-0883,64.0,Masters,Married-civ-spouse,Husband,,
171-19-1646,35.0,Some-college,Married-civ-spouse,Husband,Male,
544-71-7444,33.0,Assoc-acdm,Never-married,Not-in-family,Female,
855-58-9679,31.0,,,Not-in-family,,
567-93-6117,44.0,,Married-civ-spouse,Husband,,
215-26-4127,,,,Husband,Male,>50K
660-01-2284,31.0,Masters,Married-civ-spouse,Wife,Male,>50K
269-71-7444,20.0,Some-college,Never-married,,,
458-07-7395,,Some-college,Never-married,Own-child,Female,
823-86-3635,25.0,,,,,<=50K
318-27-3955,,Bachelors,Widowed,Unmarried,,
981-87-9605,26.0,HS-grad,Never-married,Not-in-family,Female,<=50K
856-63-3905,44.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
329-91-4004,23.0,Prof-school,Never-married,Own-child,Male,<=50K
985-35-0121,39.0,,,Not-in-family,,>50K
821-65-2333,17.0,,Never-married,Not-in-family,Male,
051-96-5601,59.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
084-30-5896,20.0,Bachelors,Never-married,Own-child,,
297-57-3709,40.0,HS-grad,,Unmarried,,
513-14-4962,49.0,Bachelors,Married-civ-spouse,Wife,Male,
821-56-0195,18.0,HS-grad,Never-married,Own-child,Male,
752-57-9851,41.0,7th-8th,Never-married,,Male,<=50K
782-27-8868,64.0,Assoc-acdm,,Not-in-family,,
456-05-0368,46.0,HS-grad,Divorced,,,
253-96-1916,44.0,HS-grad,Married-civ-spouse,Husband,,
500-52-2112,23.0,,Married-civ-spouse,,Male,
110-44-2260,36.0,HS-grad,Married-civ-spouse,,,
378-71-6215,42.0,,Married-civ-spouse,Husband,Male,
652-91-7689,,HS-grad,,,,<=50K
018-73-4643,36.0,,Married-civ-spouse,Husband,,>50K
886-85-5035,62.0,12th,Never-married,,,<=50K
752-08-8451,35.0,,,Own-child,Male,<=50K
731-05-0367,47.0,Bachelors,Married-civ-spouse,,Male,
937-96-0687,46.0,,Married-civ-spouse,Husband,Male,<=50K
809-21-3758,,HS-grad,Married-civ-spouse,Husband,Male,
680-15-9704,22.0,,Never-married,,Female,<=50K
228-99-2628,24.0,HS-grad,Separated,Not-in-family,,<=50K
430-22-1129,25.0,HS-grad,Married-civ-spouse,Other-relative,,
060-68-7960,60.0,,Never-married,Not-in-family,,
854-85-2578,31.0,,,,Male,<=50K
781-87-9606,36.0,7th-8th,Separated,Not-in-family,Female,<=50K
546-68-3046,43.0,Some-college,Married-civ-spouse,Husband,,<=50K
791-36-9778,20.0,,Never-married,,,<=50K
315-14-1277,35.0,,Married-civ-spouse,Wife,,
379-66-8304,33.0,Assoc-voc,Married-civ-spouse,Husband,,
172-17-4447,22.0,Some-college,Never-married,Own-child,,<=50K
551-81-2038,34.0,,,Own-child,Male,
029-54-5454,27.0,,,,Male,
400-67-5675,43.0,HS-grad,Married-civ-spouse,Husband,,<=50K
585-78-0097,21.0,HS-grad,,,,>50K
081-69-5331,26.0,,,Husband,Female,
684-30-5896,33.0,,Married-civ-spouse,,,<=50K
840-41-7689,36.0,Some-college,,Not-in-family,Female,
807-37-1006,55.0,HS-grad,Divorced,Not-in-family,,>50K
216-70-7616,23.0,HS-grad,Married-civ-spouse,,,
975-58-3537,23.0,Bachelors,Never-married,Not-in-family,Female,
294-07-2481,53.0,,,Not-in-family,,<=50K
118-58-1080,20.0,,Never-married,Unmarried,Male,
399-93-8574,,HS-grad,Separated,Unmarried,,<=50K
476-32-0638,31.0,HS-grad,Never-married,,,<=50K
331-41-8918,29.0,11th,,Wife,,>50K
284-02-9483,21.0,HS-grad,Separated,Unmarried,,
029-69-9017,31.0,Some-college,,,,
093-98-0343,34.0,,Divorced,,,>50K
075-85-9950,46.0,HS-grad,,Husband,,>50K
948-06-5109,24.0,HS-grad,Never-married,Own-child,Male,<=50K
005-62-0393,46.0,HS-grad,Divorced,Unmarried,Male,<=50K
363-72-8500,41.0,Masters,Married-civ-spouse,Husband,,<=50K
962-74-5699,20.0,,Never-married,,,<=50K
262-99-1400,23.0,,Never-married,Own-child,Male,<=50K
699-29-3611,33.0,Bachelors,,Unmarried,,
327-61-0564,,HS-grad,Married-civ-spouse,Husband,,>50K
578-93-1203,28.0,HS-grad,Never-married,Other-relative,Female,
658-66-0933,32.0,HS-grad,Divorced,Unmarried,Female,<=50K
158-29-2383,32.0,Assoc-voc,Divorced,Not-in-family,Female,<=50K
213-51-3513,,,Never-married,Not-in-family,Male,<=50K
159-95-0859,43.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
637-46-9286,44.0,,Never-married,Own-child,,
703-96-1915,42.0,,,Not-in-family,Male,<=50K
224-99-9999,30.0,Assoc-acdm,Never-married,Not-in-family,Female,<=50K
240-57-1252,28.0,HS-grad,Married-civ-spouse,,,>50K
736-97-7886,28.0,,Never-married,Own-child,,
730-19-0416,33.0,,,Not-in-family,,<=50K
787-99-1399,42.0,,Divorced,Unmarried,,
291-55-4053,61.0,HS-grad,Married-civ-spouse,Husband,,<=50K
189-40-4176,34.0,HS-grad,Married-civ-spouse,Husband,Male,
182-61-6707,33.0,,,Not-in-family,,<=50K
280-74-3242,37.0,Bachelors,Married-civ-spouse,Wife,,>50K
788-48-2800,42.0,Some-college,Separated,Unmarried,,<=50K
171-43-7346,,Bachelors,Married-civ-spouse,Husband,Male,>50K
147-26-6584,31.0,Bachelors,,Own-child,Male,
307-77-0269,34.0,HS-grad,Divorced,,Male,>50K
186-54-7911,27.0,,,,Male,<=50K
200-18-4274,23.0,,Never-married,Not-in-family,,<=50K
770-70-0244,27.0,Bachelors,Never-married,Own-child,Male,
632-58-5994,45.0,Some-college,Divorced,,Female,<=50K
452-85-6264,53.0,,,Husband,Male,>50K
659-06-0195,40.0,Some-college,,,,
396-28-3783,63.0,,Married-civ-spouse,Husband,Male,
700-27-6412,36.0,,Married-civ-spouse,Husband,,<=50K
399-10-9336,34.0,,,,,>50K
969-90-1718,20.0,Bachelors,Separated,Own-child,Female,
918-15-1104,58.0,5th-6th,Married-civ-spouse,Husband,,<=50K
533-23-0957,52.0,Bachelors,Married-civ-spouse,Husband,Male,
036-17-9361,,Assoc-voc,Never-married,Own-child,,<=50K
188-63-6363,51.0,HS-grad,Divorced,Unmarried,Male,
176-22-8501,,HS-grad,Divorced,,Female,
552-24-2014,24.0,Masters,Never-married,Own-child,Male,<=50K
047-85-0122,39.0,,,Not-in-family,Female,<=50K
376-90-4176,47.0,HS-grad,Married-civ-spouse,Husband,Male,
467-50-6142,67.0,HS-grad,Married-civ-spouse,Husband,,<=50K
504-45-3316,26.0,,Never-married,Other-relative,,<=50K
149-29-3611,48.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
120-85-3808,30.0,HS-grad,Never-married,Unmarried,Female,
353-93-1203,66.0,Some-college,Never-married,Not-in-family,Female,
172-02-0884,,,Married-civ-spouse,Husband,,>50K
673-89-4348,,Assoc-voc,Never-married,Not-in-family,Male,
600-89-0662,50.0,HS-grad,Divorced,,,<=50K
815-04-9139,48.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
220-97-6658,33.0,,Never-married,,Male,
521-89-8033,21.0,Some-college,Never-married,Not-in-family,Female,
568-05-8967,22.0,HS-grad,Never-married,Not-in-family,Female,
314-37-3464,29.0,,,,Male,
465-87-8377,39.0,,,Unmarried,Female,<=50K
435-01-2284,42.0,Bachelors,Married-civ-spouse,Husband,,
180-22-1130,54.0,,Widowed,Unmarried,,<=50K
484-42-8746,67.0,HS-grad,Widowed,Not-in-family,Male,
694-80-9581,48.0,,,Unmarried,Female,<=50K
646-19-1645,36.0,,Married-civ-spouse,Husband,,<=50K
815-93-9802,19.0,,Never-married,Own-child,,<=50K
190-69-4103,18.0,Some-college,Never-married,Own-child,Female,<=50K
273-64-8648,31.0,HS-grad,Separated,Not-in-family,Female,<=50K
286-88-5749,42.0,Prof-school,,,,>50K
595-60-8107,64.0,Bachelors,Married-civ-spouse,Husband,,<=50K
789-34-2751,60.0,7th-8th,Married-civ-spouse,,,>50K
620-73-0957,21.0,HS-grad,,Own-child,Female,
776-47-4200,23.0,HS-grad,Never-married,Own-child,,<=50K
760-25-7984,61.0,Bachelors,Widowed,Unmarried,Male,
603-07-1252,22.0,HS-grad,,,,>50K
310-25-7984,33.0,11th,Separated,Unmarried,Male,<=50K
256-72-6043,56.0,Some-college,,Not-in-family,,
531-75-6756,29.0,HS-grad,Never-married,Not-in-family,Female,
137-92-9975,28.0,HS-grad,Divorced,,Male,<=50K
851-07-4937,48.0,,Married-civ-spouse,Wife,Male,<=50K
816-27-7640,24.0,Assoc-voc,Never-married,Other-relative,,
858-78-3782,42.0,Some-college,,Not-in-family,Female,<=50K
934-15-2333,24.0,11th,,Not-in-family,Female,<=50K
019-65-6019,37.0,Prof-school,Married-civ-spouse,Husband,Male,<=50K
515-47-9114,40.0,Some-college,,Unmarried,Female,<=50K
681-78-7468,47.0,,Married-civ-spouse,Husband,Male,
916-18-5502,21.0,Assoc-voc,Never-married,Own-child,Female,<=50K
211-42-5061,45.0,,Widowed,,,
203-74-6928,34.0,9th,Married-civ-spouse,Husband,Male,
781-63-3905,27.0,Some-college,,Not-in-family,,<=50K
010-96-4373,46.0,Doctorate,Married-civ-spouse,Husband,Male,
121-89-8034,63.0,,,Husband,,
867-19-9016,58.0,HS-grad,Widowed,Unmarried,,
865-97-0515,65.0,Some-college,,Husband,Male,>50K
895-70-0244,32.0,,Married-civ-spouse,,,
569-68-6731,22.0,HS-grad,Married-civ-spouse,Husband,,
271-00-7370,32.0,,Separated,Not-in-family,Female,
241-12-4078,64.0,Some-college,Married-civ-spouse,Husband,,>50K
787-46-9286,37.0,Assoc-voc,Never-married,Unmarried,Female,<=50K
811-39-4348,45.0,Masters,Married-civ-spouse,Husband,,
875-15-3561,,HS-grad,Married-civ-spouse,,,
368-05-8967,58.0,Bachelors,Married-civ-spouse,Husband,Female,
362-13-1449,40.0,HS-grad,Married-civ-spouse,Husband,,<=50K
151-56-6338,57.0,Some-college,,,Male,<=50K
416-83-0466,29.0,Some-college,,Husband,Male,
738-78-9925,29.0,,Married-civ-spouse,Husband,Male,
269-22-6043,48.0,Bachelors,,Not-in-family,Male,
855-28-2554,40.0,,,,Female,
626-81-2038,20.0,Assoc-voc,,Own-child,,<=50K
988-63-6362,,Some-college,Never-married,Own-child,Female,<=50K
933-75-3070,38.0,Some-college,Married-civ-spouse,Wife,Male,>50K
561-82-4323,59.0,Assoc-voc,Never-married,Other-relative,,<=50K
513-05-2825,,,,Husband,Male,
083-81-4496,85.0,Some-college,Widowed,,Female,<=50K
901-41-2775,18.0,HS-grad,Never-married,Own-child,,
667-04-5453,31.0,Some-college,Married-civ-spouse,,Male,>50K
850-67-5674,54.0,,,Not-in-family,,<=50K
928-00-9827,19.0,,,,,
642-53-6854,54.0,Assoc-voc,Married-civ-spouse,Husband,,<=50K
045-97-6658,39.0,Bachelors,Married-civ-spouse,Husband,,
687-13-1448,45.0,7th-8th,Married-civ-spouse,Husband,Male,
727-30-3439,21.0,Some-college,Never-married,Own-child,,<=50K
370-82-3095,21.0,Bachelors,Married-civ-spouse,Husband,,
451-71-9901,44.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
155-95-8230,,HS-grad,Married-civ-spouse,,Male,
101-78-1326,28.0,10th,Divorced,Not-in-family,Male,
704-11-5478,86.0,,Married-civ-spouse,Husband,,>50K
725-70-6387,31.0,HS-grad,,Husband,,
262-86-8550,46.0,11th,Married-civ-spouse,Husband,Male,<=50K
812-37-7149,38.0,,Married-civ-spouse,Husband,Male,
750-67-5674,42.0,Prof-school,Married-civ-spouse,Husband,,>50K
726-25-9213,38.0,,Married-civ-spouse,Husband,Male,>50K
244-19-5331,,Bachelors,Married-civ-spouse,Husband,,
537-40-7861,74.0,,Widowed,Not-in-family,,<=50K
826-25-9212,36.0,HS-grad,Married-civ-spouse,Husband,,>50K
743-48-8942,,,Married-civ-spouse,,Male,
514-18-9188,55.0,Assoc-acdm,Married-civ-spouse,Husband,Female,<=50K
591-40-0490,48.0,Some-college,Widowed,,Female,<=50K
483-47-6657,29.0,Bachelors,Never-married,,,
137-80-7125,,HS-grad,Married-civ-spouse,,,
564-28-1326,56.0,5th-6th,Married-civ-spouse,Wife,Male,
309-09-0908,,9th,Divorced,,,
125-42-9975,26.0,Bachelors,Never-married,Not-in-family,Female,
729-26-9041,57.0,Bachelors,,Wife,,<=50K
041-95-3316,23.0,HS-grad,Never-married,Not-in-family,,<=50K
846-06-8795,25.0,,Never-married,Not-in-family,Male,
800-24-5699,17.0,Assoc-voc,Never-married,Own-child,Male,
049-75-4299,33.0,,Divorced,Not-in-family,Female,<=50K
461-54-7911,24.0,HS-grad,Never-married,Not-in-family,,
817-69-0416,51.0,Assoc-acdm,Married-civ-spouse,Husband,Male,>50K
684-61-3021,,Assoc-acdm,Married-civ-spouse,,,<=50K
175-58-3537,,9th,,Husband,Male,>50K
120-79-2383,41.0,HS-grad,,Husband,Male,
890-20-2701,40.0,,Married-civ-spouse,Husband,Male,<=50K
621-34-5208,30.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
112-89-9262,20.0,Masters,,Own-child,Male,<=50K
533-47-6657,34.0,HS-grad,Married-civ-spouse,Husband,,
285-13-5134,48.0,HS-grad,,Husband,,>50K
467-22-9729,66.0,,Married-civ-spouse,,,
414-80-3439,51.0,Masters,Married-civ-spouse,Husband,,<=50K
745-66-9532,42.0,,Never-married,Not-in-family,Female,<=50K
294-50-2456,21.0,Some-college,Never-married,Own-child,Male,
669-74-8156,34.0,Bachelors,Never-married,Not-in-family,Male,<=50K
645-76-1670,32.0,Some-college,Divorced,Not-in-family,,<=50K
158-50-7370,23.0,,Never-married,,Female,
899-10-9335,23.0,,Never-married,,,<=50K
679-94-4716,20.0,,,Husband,,>50K
981-41-8917,35.0,,Married-civ-spouse,Husband,Male,
869-34-8893,17.0,Bachelors,Never-married,,,
671-31-4495,66.0,Bachelors,,Unmarried,Male,
000-39-9262,34.0,,,,Male,<=50K
623-09-5822,69.0,Assoc-voc,Divorced,,Male,>50K
924-72-3586,17.0,,Never-married,Own-child,Male,
567-47-5429,34.0,HS-grad,Married-civ-spouse,Husband,,>50K
022-51-2284,25.0,Some-college,Never-married,,,<=50K
005-55-8968,46.0,,,,,<=50K
777-51-8426,28.0,,,Husband,,>50K
931-63-3905,51.0,HS-grad,Married-civ-spouse,Husband,Male,
493-30-4667,36.0,,Married-civ-spouse,Husband,Male,
733-29-2382,51.0,,Married-civ-spouse,Wife,,
952-45-7001,50.0,,Married-civ-spouse,,,<=50K
044-59-4594,50.0,Prof-school,Married-civ-spouse,,Male,<=50K
281-01-9655,30.0,Assoc-acdm,Divorced,,,
859-09-0908,33.0,Bachelors,Married-spouse-absent,,,<=50K
888-51-3512,36.0,,,Not-in-family,Male,<=50K
021-37-5921,19.0,,,Own-child,,<=50K
578-19-4102,18.0,,Never-married,Own-child,Female,
457-09-4594,39.0,HS-grad,Married-civ-spouse,Husband,Male,
127-85-6265,51.0,5th-6th,Widowed,Not-in-family,Female,<=50K
127-36-4864,41.0,Masters,,,Female,<=50K
598-86-3635,24.0,Some-college,,Not-in-family,,
918-02-8254,31.0,9th,,Husband,Male,<=50K
414-89-5576,,Some-college,Never-married,Own-child,Male,
313-94-3488,58.0,HS-grad,Married-civ-spouse,Husband,,
367-65-9704,29.0,,Married-civ-spouse,Husband,Male,
859-85-8721,61.0,,,,Female,
894-41-0318,28.0,,Married-spouse-absent,Own-child,Male,<=50K
411-14-8648,40.0,HS-grad,Married-spouse-absent,Not-in-family,Female,<=50K
571-77-5183,58.0,,Widowed,Not-in-family,,
044-13-3906,70.0,,Married-civ-spouse,Husband,,
401-90-4176,24.0,,Married-civ-spouse,Husband,Male,
112-68-4275,18.0,Masters,Never-married,Own-child,Female,
916-30-8352,26.0,11th,Never-married,Own-child,Male,<=50K
508-26-1670,58.0,10th,Married-civ-spouse,Husband,Male,
120-02-4569,58.0,,Divorced,Not-in-family,,<=50K
311-85-5036,39.0,12th,Married-civ-spouse,Husband,,
749-96-9286,31.0,HS-grad,Married-civ-spouse,,Male,>50K
676-13-6362,30.0,,Never-married,,Male,
338-88-2063,56.0,HS-grad,Married-civ-spouse,Husband,,
840-97-0515,82.0,Bachelors,Married-civ-spouse,,,<=50K
738-88-2063,51.0,Some-college,Never-married,,Female,<=50K
552-05-7739,34.0,HS-grad,,Husband,,
444-25-6756,34.0,,Married-civ-spouse,Husband,,>50K
311-36-3636,17.0,Some-college,Never-married,,Male,<=50K
400-15-3562,49.0,Bachelors,Divorced,Not-in-family,Male,<=50K
736-48-6485,40.0,5th-6th,Married-civ-spouse,Husband,Male,>50K
883-96-8058,53.0,HS-grad,,,Male,
463-14-4962,41.0,12th,,Husband,,
562-31-5724,,,Never-married,Own-child,,<=50K
159-98-1572,41.0,HS-grad,Never-married,Own-child,Female,<=50K
284-09-0908,28.0,Assoc-voc,Married-civ-spouse,Other-relative,,
975-27-6411,27.0,,Married-civ-spouse,Husband,,<=50K
155-34-3980,31.0,Some-college,Married-civ-spouse,Husband,Male,
981-01-9655,28.0,5th-6th,,Husband,,>50K
178-80-8353,78.0,Bachelors,Married-civ-spouse,Husband,,
092-69-0417,34.0,,Divorced,Unmarried,Male,
927-61-0564,56.0,7th-8th,Widowed,,Female,
261-79-3611,48.0,HS-grad,Divorced,Unmarried,,
287-96-0687,46.0,,Married-spouse-absent,Other-relative,Female,>50K
415-17-1989,23.0,,Never-married,,Female,<=50K
372-17-4446,68.0,HS-grad,Married-civ-spouse,Husband,Male,
190-54-0540,42.0,,Married-civ-spouse,Husband,,
403-16-3390,45.0,9th,Married-civ-spouse,Husband,Male,
728-74-6928,34.0,12th,Married-civ-spouse,Husband,,>50K
880-52-8254,,HS-grad,Married-civ-spouse,,Male,>50K
655-62-0392,18.0,5th-6th,,Own-child,Male,
370-73-0957,18.0,Some-college,Never-married,Own-child,,
318-51-9655,38.0,9th,Married-civ-spouse,,Male,
344-71-7444,40.0,HS-grad,Married-civ-spouse,,Male,<=50K
186-36-3636,,HS-grad,Never-married,Own-child,Female,<=50K
789-43-4888,46.0,Bachelors,Married-civ-spouse,Husband,Male,
417-44-4717,34.0,Assoc-voc,Married-civ-spouse,Husband,Male,
634-15-2333,17.0,Assoc-acdm,Never-married,Own-child,Female,<=50K
894-07-2480,27.0,,Never-married,Own-child,Female,
946-31-4495,47.0,Masters,Married-civ-spouse,,,
569-65-6019,44.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
449-63-1449,53.0,,Married-civ-spouse,,Male,
558-90-6633,60.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
293-02-8255,35.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
422-97-2972,44.0,,Married-civ-spouse,,Male,<=50K
358-90-6633,32.0,,Never-married,Not-in-family,Male,
997-42-0146,71.0,HS-grad,Widowed,,,<=50K
806-41-8918,19.0,Some-college,Never-married,,Male,<=50K
519-62-5306,42.0,Bachelors,,Husband,,<=50K
153-90-0491,29.0,,Never-married,,Female,
732-18-6731,23.0,Some-college,Never-married,Own-child,Male,
800-82-9237,28.0,,Married-civ-spouse,,Male,>50K
351-19-7788,35.0,,,Unmarried,Male,
501-22-8500,,Bachelors,Married-civ-spouse,Husband,Male,<=50K
932-30-9581,65.0,10th,Widowed,Not-in-family,,<=50K
666-33-9065,28.0,Bachelors,Never-married,Not-in-family,,<=50K
942-26-0441,17.0,Some-college,Never-married,,Female,<=50K
877-85-6264,29.0,,,Not-in-family,,
157-15-6019,46.0,HS-grad,Married-civ-spouse,,Male,<=50K
448-00-3685,50.0,,Married-civ-spouse,Husband,,<=50K
869-16-4618,,HS-grad,Never-married,Other-relative,Female,<=50K
502-61-0564,47.0,,Married-civ-spouse,Husband,Male,
071-40-6633,52.0,,Widowed,,Female,<=50K
546-13-0220,46.0,11th,Separated,Unmarried,Female,<=50K
101-16-7076,24.0,,Never-married,Own-child,Male,<=50K
310-84-1523,51.0,7th-8th,,Husband,,
849-78-5011,33.0,Masters,,Husband,,>50K
964-34-2750,48.0,,Divorced,Not-in-family,Female,<=50K
060-59-5823,45.0,Some-college,Married-spouse-absent,,,
511-48-6485,29.0,,Never-married,Own-child,Male,<=50K
005-65-1105,25.0,,Never-married,Not-in-family,,
792-90-5404,25.0,Some-college,Never-married,,,<=50K
968-27-3954,31.0,HS-grad,,Husband,Male,<=50K
105-15-9705,55.0,HS-grad,Married-civ-spouse,Husband,Male,
042-90-5405,31.0,HS-grad,Divorced,Own-child,,
035-01-2284,21.0,,,,Male,<=50K
492-59-8279,17.0,Assoc-voc,,Not-in-family,Male,<=50K
744-71-7443,21.0,Bachelors,Married-civ-spouse,,Male,>50K
446-62-1621,42.0,Assoc-acdm,Divorced,Not-in-family,,
597-20-5159,,,Married-civ-spouse,,Male,<=50K
150-49-1400,28.0,,Married-civ-spouse,Husband,,
714-09-7050,17.0,Some-college,Never-married,Own-child,,<=50K
425-58-3537,44.0,Some-college,,Husband,,>50K
079-42-2604,65.0,HS-grad,Separated,Other-relative,Female,<=50K
381-69-5331,42.0,,Married-civ-spouse,Husband,,<=50K
989-49-6313,29.0,Some-college,Never-married,Own-child,,<=50K
357-40-1719,40.0,12th,Divorced,Unmarried,Female,<=50K
884-18-3045,18.0,Some-college,Never-married,Own-child,Female,
495-17-8132,29.0,,Married-civ-spouse,,,>50K
375-24-5699,26.0,,Never-married,Own-child,,
150-61-4250,79.0,Some-college,Married-civ-spouse,Husband,,<=50K
453-65-4790,19.0,Bachelors,,Not-in-family,Female,<=50K
723-24-9385,50.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
206-32-6781,39.0,Assoc-voc,Married-civ-spouse,Husband,Male,>50K
059-02-9483,37.0,Some-college,Married-civ-spouse,Husband,Male,>50K
485-38-0834,57.0,Some-college,Married-civ-spouse,Husband,,<=50K
022-63-5135,,HS-grad,,Not-in-family,Male,
695-97-6657,32.0,,Separated,Unmarried,,
171-28-3783,22.0,,Never-married,Not-in-family,Female,
776-16-7075,63.0,,Widowed,Not-in-family,,
148-03-4397,60.0,5th-6th,Married-civ-spouse,,Male,<=50K
343-58-1080,21.0,HS-grad,Married-civ-spouse,Wife,Male,
679-11-5478,55.0,Some-college,Divorced,,,
285-90-2948,35.0,Masters,Married-civ-spouse,Husband,,>50K
943-91-8917,,,Never-married,Own-child,Female,<=50K
180-34-3980,55.0,Bachelors,Married-civ-spouse,,,>50K
720-14-7419,61.0,,Married-civ-spouse,,,
008-53-8083,54.0,Some-college,Married-civ-spouse,Husband,,
041-24-6928,45.0,,Separated,Unmarried,,
184-42-8746,29.0,,Married-civ-spouse,Husband,Male,<=50K
